companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
FOX TOYOTA  21112,T001T21112,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3371.292,,6317.081,,,,,12938.728,,,,,6593.173,,,,,5033.193,,67267.158,,,,328.408,,1427.608,274.133,,,,2455.997,
FOX TOYOTA  21112,T001T21112,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,66319.986,,,,,,1347.657,,,,,,
ROGERS TOYOTA HERMISTON  36095,T001T36095,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5516.611,,7794.551,,,,,23292.043,,,,,3744.025,,,,,27056.306,,106381.141,,,,678.377,,4181.192,349.745,,,,5657.751,
ROGERS TOYOTA HERMISTON  36095,T001T36095,NAICS,4411,,,USA,OR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,114572.894,,,,,,5518.6,,,,,,
ROMEO TOYOTA GLENS FALLS  31196,T001T31196,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1378.856,,6817.981,,,,,18285.536,,,,,6609.741,,,,,9110.75,,99141.616,,,,215.765,,1766.62,110.265,,,,3543.013,
ROMEO TOYOTA GLENS FALLS  31196,T001T31196,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,103313.405,,,,,,2975.821,,,,,,
CAPITOL TOYOTA OF SALEM  36049,T001T36049,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3842.146,,12972.642,,,,,37690.178,,,,,14421.31,,,,,27844.163,,201295.312,,,,902.256,,3418.661,552.231,,,,8264.871,
CAPITOL TOYOTA OF SALEM  36049,T001T36049,NAICS,4411,,,USA,OR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,176678.632,,,,,,2644.826,,,,,,
LEWIS TOY  OF DODGE CITY  15021,T001T15021,NAICS,4411,,,USA,KS,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,60.28,,2857.478,,,,,7626.544,,,,,1385.533,,,,,7019.197,,27404.246,,,,111.319,,308.174,94.574,,,,1315.678,
LEWIS TOY  OF DODGE CITY  15021,T001T15021,NAICS,4411,,,USA,KS,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,26911.31,,,,,,690.375,,,,,,
GLEN MOTORS  INC   29037,T001T29037,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3131.819,,5535.161,,,,,20116.462,,,,,8808.071,,,,,8016.929,,85672.09,,,,32.217,,219.058,408.082,,,,2529.809,
GLEN MOTORS  INC   29037,T001T29037,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,82131.946,,,,,,1139.806,,,,,,
HALDEMAN SUBARU  29749,T001T29749,NAICS,4411,,,USA,NJ,UDS 4.0,2023-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3673.191,,8368.973,,,,,16445.947,,,,,11199.905,,,,,631.532,,101665.943,,,,148.129,,4012.177,99.759,,,,5389.834,
HALDEMAN SUBARU  29749,T001T29749,NAICS,4411,,,USA,NJ,UDS 4.0,2022-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,88773.406,,,,,,3245.212,,,,,,
ST  CLOUD TOYOTA 22021,T001T22021,NAICS,4411,,,USA,MN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1874.22,,8171.588,,,,,18017.477,,,,,9615.548,,,,,6277.294,,89140.605,,,,277.578,,-433.76,142.811,,,,723.241,
ST  CLOUD TOYOTA 22021,T001T22021,NAICS,4411,,,USA,MN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,90332.054,,,,,,990.919,,,,,,
MARSHALL DRY RIDGE TOYOTA  16052,T001T16052,NAICS,4411,,,USA,KY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,344.723,,5679.712,,,,,12887.526,,,,,4633.326,,,,,19687.883,,52676.169,,,,269.655,,78.849,98.154,,,,1176.096,
MARSHALL DRY RIDGE TOYOTA  16052,T001T16052,NAICS,4411,,,USA,KY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,53140.338,,,,,,857.185,,,,,,
TEGELER TOYOTA  42206,T001T42206,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1586.079,,1455.763,,,,,7864.714,,,,,2352.793,,,,,5097.531,,27595.624,,,,113.87,,570.061,113.87,,,,713.368,
TEGELER TOYOTA  42206,T001T42206,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,27624.511,,,,,,1013.295,,,,,,
HIXSON TOYOTA,T001T17073,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,559.981,,8597.384,,,,,12562.881,,,,,9488.999,,,,,435.502,,41163.051,,,,10.733,,-893.219,511.855,,,,0.0,
HIXSON TOYOTA,T001T17073,NAICS,4411,,,USA,LA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,37084.921,,,,,,-501.892,,,,,,
JEFF HUNTER TOYOTA  42216,T001T42216,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1103.64,,6928.876,,,,,12018.092,,,,,8870.448,,,,,-1263.476,,105636.716,,,,48.104,,3267.052,458.218,,,,3692.218,
JEFF HUNTER TOYOTA  42216,T001T42216,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,96229.526,,,,,,3572.978,,,,,,
ANDERSON FORD BULLHEAD CY  02954,T001T02954,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,63.44,,9965.195,,,,,11613.285,,,,,10083.279,,,,,10981.439,,48000.751,,,,34.028,,828.535,192.246,,,,1680.515,
ANDERSON FORD BULLHEAD CY  02954,T001T02954,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,45062.888,,,,,,506.534,,,,,,
INVER GROVE HONDA  22836,T001T22836,NAICS,4411,,,USA,MN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6570.918,,16928.647,,,,,31994.991,,,,,17870.882,,,,,23910.375,,158241.822,,,,400.983,,4292.793,224.03,,,,4373.815,
INVER GROVE HONDA  22836,T001T22836,NAICS,4411,,,USA,MN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,140472.472,,,,,,6083.931,,,,,,
LONE STAR TOY LEWISVILLE  42320,T001T42320,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7852.875,,6711.532,,,,,60634.232,,,,,13686.097,,,,,14641.23,,129908.849,,,,648.495,,1441.325,302.989,,,,5973.433,
LONE STAR TOY LEWISVILLE  42320,T001T42320,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,127925.245,,,,,,3611.783,,,,,,
MAITA SUBARU  54263  MAZDA  42158MZD,T001T54263,NAICS,4411,,,USA,CA,UDS 4.0,2024-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8738.878,,17918.892,,,,,41969.576,,,,,13884.302,,,,,21846.195,,120334.512,,,,103.187,,-275.287,7.092,,,,381.631,
MAITA SUBARU  54263  MAZDA  42158MZD,T001T54263,NAICS,4411,,,USA,CA,UDS 4.0,2023-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,123936.636,,,,,,3460.892,,,,,,
BERGSTROM LEXUS OF MADISON  64807,T001T64807,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,627.715,,3187.531,,,,,52718.91,,,,,4934.649,,,,,62.621,,75921.796,,,,1031.368,,329.04,854.176,,,,3542.3,
CARTER TOYOTA,T001T46008,NAICS,4411,,,USA,WA,UDS 4.0,2021-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,843.661,,1015.846,,,,,2422.286,,,,,618.811,,,,,1565.4,,8549.7936,,,,72.0408,,327.4056,12.636,,,,520.98,
CARTER TOYOTA,T001T46008,NAICS,4411,,,USA,WA,UDS 4.0,2020-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,6183.727,,,,,,-34.942,,,,,,
GRAHAM OURISMAN AUTOMOTIVE  00688  10K 10Q,T001T00688,NAICS,4411,,,USA,TX,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5128.0,,176526.0,,,,,592274.0,,,,,214956.0,,,,,196417.0,,1174856.0,,,,6825.0,,17673.0,13052.0,,,,17615.0,
GRAHAM OURISMAN AUTOMOTIVE  00688  10K 10Q,T001T00688,NAICS,4411,,,USA,TX,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,980840.0,,,,,,31166.666666667,,,,,,
ARDMORE TOYOTA  37066,T001T37066,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2860.36,,4430.227,,,,,21209.013,,,,,3810.724,,,,,7843.268,,138707.952,,,,1644.592,,2325.432,295.71,,,,3894.049,
ARDMORE TOYOTA  37066,T001T37066,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,147498.164,,,,,,4698.204,,,,,,
NEW ROCHELLE TOYOTA  31135,T001T31135,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3394.267,,3885.319,,,,,14141.155,,,,,5280.808,,,,,6002.888,,69686.227,,,,95.449,,1677.215,38.659,,,,2181.878,
NEW ROCHELLE TOYOTA  31135,T001T31135,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,77275.246,,,,,,2936.002,,,,,,
LEWIS TOYOTA OF HAYS  15046  CHRYSLER DODGE JEEP  15949,T001T15046,NAICS,4411,,,USA,KS,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,369.98,,3196.755,,,,,5721.68,,,,,1739.961,,,,,3196.526,,34706.949,,,,104.606,,513.83,83.476,,,,1202.281,
LEWIS TOYOTA OF HAYS  15046  CHRYSLER DODGE JEEP  15949,T001T15046,NAICS,4411,,,USA,KS,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,38045.695,,,,,,456.704,,,,,,
MOSSY TOYOTA  04278,T001T04278,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2977.911,,5469.242,,,,,41822.369,,,,,12954.39,,,,,14667.691,,154697.367,,,,1011.62,,1808.982,746.721,,,,5526.576,
MOSSY TOYOTA  04278,T001T04278,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,126408.634,,,,,,2685.165,,,,,,
